index,Breteau,Aeg_aed_index,Res_index,Contain_index,Larvae_index,number,travel,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,UVB,WIND_SPE
2005-33,17.6414585402,0.06441558439999999,10.9111888112,11.7176763468,341.45034964,0.0,0.0,42555.9,900.81,780.06,126.915,17554.03,25767.35,43321.36,26534.3,71927.0,32409.0,9007.6,148159.69,14352.7,1027.717,232.3,3979.08
2005-38,11.171084338,0.097253012,7.5662650602,12.059894982600001,146.32289156,4.0,0.0,52788.28,768.307,1015.28,124.233,17090.73,35289.55,52380.37,56393.8,118364.0,71933.0,2462.8,149579.45,13344.3,892.539,203.1,3681.1
2005-39,20.016451880400002,0.1461905792,11.694908572,13.393917883199999,395.3677181,2.0,0.0,55286.96,822.167,857.15,94.401,9364.92,33352.6,42718.08,83640.1,155619.0,84550.0,2761.2,147364.25,13005.0,916.555,209.4,4130.23
2005-40,15.745614033499999,0.5938596495,12.719298243999999,9.227272724999999,357.71929823000005,1.0,0.0,48849.06,930.855,1057.1799,273.283,12397.06,38090.35,50487.11,67179.0,161315.0,88709.0,1613.6,146734.9,14542.3,1204.142,190.4,3683.18
2005-41,20.226537215,0.092954342,11.650485435,10.26272578,447.24919095,0.0,0.0,46482.14,1007.148,1198.1799,153.778,14739.31,43679.16,58418.55,81665.2,211803.0,114135.0,359.2,140586.56,16531.6,1160.507,179.3,3537.65
2005-42,10.9273528710625,0.03532304168750001,8.0840171793125,10.0646605688125,174.965384376875,2.0,0.0,47776.58,1171.501,1206.99,174.225,14986.811,45364.39,60351.37,91569.1,218848.0,124902.0,13.0,135993.73,18734.8,1345.732,182.9,3726.65
2005-43,23.691037836666663,0.041828287500000005,5.833889601208333,29.983072531875,126.29002036833334,1.0,0.0,40683.96,1132.367,1274.9,213.45,18630.49,51787.57,70429.08,74447.3,204124.0,110295.0,32.6,140865.8,23306.3,1345.822,165.5,3964.29
2005-44,7.498834498772727,0.037908953772727294,5.693850267431818,6.782793078499998,114.67455093863637,2.0,0.0,39366.07,1198.1641,1324.92,166.347,16390.63,49816.16,66207.24,73960.5,211252.0,129311.0,60.0,143949.88,15578.4,1366.32,153.2,3228.17
2005-45,7.376146789,0.017293578,6.376146789,5.7936033265,134.59174312,11.0,0.0,34251.23,1012.665,1255.48,137.694,12132.2,44239.26,56312.66,59928.2,195975.0,128090.0,230.2,141835.4,17492.2,1150.3569,149.6,3417.52
2005-46,13.626387524375,0.12204877875000002,11.026256370875,10.26623691075,207.89624805374999,9.0,0.0,35746.47,963.874,1352.29,193.602,28511.35,59185.53,87666.48,53322.2,224364.0,105777.0,197.6,138443.62,21868.0,1157.466,122.4,3581.68
2005-47,6.67411066525,0.0787909505,5.634695208,4.935253847,106.793670395,2.0,0.0,33533.43,1013.14197,1658.84,237.023,27562.26,65987.54,93549.81,57197.8,256278.0,156291.0,873.4,146043.44,20904.2,1250.603,153.7,3505.86
2005-48,21.59090909,0.056818182,12.5,12.62458472,443.75,3.0,0.0,7972.31,1175.274,1541.82,244.3,22341.27,65312.42,87673.86,63416.3,302019.0,159818.0,0.2,127616.56,21838.1,1419.59,163.2,3972.52
2005-49,12.64822134,0.067193676,11.46245059,7.032967033,183.0039526,2.0,0.0,42974.54,1219.49,1656.46,297.214,39284.29,73202.08,112373.65,36622.6,283250.0,162302.0,0.0,130932.54,23638.5,1516.706,100.9,3838.33
2005-50,4.683294011666667,0.0,4.238849567333333,4.003158848,38.99876418333333,0.0,0.0,42398.44,1169.561,1571.44,268.248,28561.25,68846.48,97333.28,33638.9,271658.0,146573.0,10.4,126515.23,22651.1,1437.823,91.1,4436.54
2005-51,1.7777777777777777,0.0022222222222222222,1.7777777777777777,1.9611396355555553,16.666666666666668,0.0,0.0,40319.96,1179.775,1431.74,232.556,19010.52,63911.2,82883.71,55542.2,258893.0,134662.0,2.2,117460.96,19849.1,1412.325,137.1,4365.8
2005-52,2.303952991520833,0.00375,2.178952991520833,1.9243631856249996,27.1896367514375,1.0,0.0,31262.21,994.705,1420.12,291.711,33624.46,51374.02,84961.67,21807.3,203246.0,127583.0,1669.4,132146.4,15875.3,1286.403,98.4,2973.45
2005-9,1.1851851851851851,0.003703703703703704,1.3333333333333333,1.7908739988888887,15.185185185185185,1.0,0.0,55369.35,1175.719,1317.7,272.81,28181.14,54835.85,83017.03,37600.7,168447.0,95185.0,348.6,140826.17,24909.2,1448.54,116.299995,5307.37
2006-1,3.4586206896999996,0.004862069,3.4586206896999996,3.4262828371000005,30.096551724,3.0,0.0,48560.64,1177.658,1702.32,270.249,32359.71,64224.668,96656.9,36198.0,239695.0,140764.0,0.4,136410.72,20986.6,1447.889,124.799995,4126.5
2006-10,4.672984480589742,0.022143530282051276,3.8504621618974353,3.06984882625641,87.98250590774357,0.0,0.0,58359.79,1236.464,1555.57,238.79,14830.34,60052.29,74882.93,74370.1,257623.0,136284.0,0.4,131172.31,18959.6,1475.265,233.2,3920.22
2006-13,2.924804633571428,0.0048828529999999995,2.6040846580285706,2.141501406628571,29.55250046191429,0.0,0.0,59101.82,1132.941,1324.16,175.203,12897.11,47852.43,60749.918,65996.5,219685.0,97173.0,239.6,130501.4,17829.8,1308.144,203.0,3656.1
2006-14,3.297526354119999,0.019654666380000005,2.959597647819999,2.43771550604,41.0258553897,2.0,1.0,55309.34,1188.124,974.33,115.249,8393.66,31300.66,39694.28,58118.1,139719.0,70929.0,0.2,140256.67,14865.2,1303.364,315.8,4434.33
2006-17,7.286932094692307,0.03189479176923077,5.605238496358974,4.670712622923077,92.53379958361539,1.0,1.0,59236.91,1182.55,1185.34,174.043,13428.96,39273.93,52702.3,44711.3,119088.0,63076.0,1156.6,150496.73,12446.4,1356.592,220.9,3068.89
2006-18,7.738534104021277,0.025999413191489355,7.674637241042551,5.2983687239361705,134.50891787910638,1.0,1.0,63482.47,1083.95,971.0,147.17,9775.07,30621.22,40396.38,46822.0,109408.0,60188.0,2796.0,146566.16,11524.6,1231.125,281.3,3564.5
2006-2,10.0,0.0,10.0,13.15789474,106.0,1.0,0.0,45785.32,1229.294,1896.84,336.972,37603.98,76511.31,114071.28,46184.7,260364.0,157918.0,0.8,141219.95,20263.7,1566.279,162.59999,3457.07
2006-20,7.352941176,0.029411765,7.352941176,6.578947368,41.17647059,0.0,0.0,57713.258,988.867,1076.2,119.302,8913.94,36835.64,45749.74,78832.3,139980.0,65550.0,1304.2,139153.3,17436.5,1108.165,238.8,5067.47
2006-21,9.126341461899997,0.027210716350000004,7.422022136799998,6.3046897819000005,116.13902852900003,1.0,0.0,60616.27,1097.896,733.01,112.86,9523.54,23789.62,33313.07,46668.9,88458.0,48519.0,13.799999,139546.23,12048.1,1210.75,368.9,3944.78
2006-22,9.399480501825396,0.034962365158730135,7.162976580269841,6.129872876031746,122.50611036142858,0.0,0.0,43542.65,1119.131,936.7,163.31,19193.56,29959.75,49153.39,28366.3,71838.0,36871.0,11877.4,156259.88,14097.3,1282.455,237.9,3149.43
2006-29,21.875,0.140625,18.75,16.47058824,181.25,4.0,0.0,55213.21,1154.629,706.59,122.819,11690.5205,22845.08,34535.98,41082.1,72748.0,35049.0,611.6,145933.42,12728.6,1277.449,360.6,3664.72
2006-35,36.60531697,0.102249489,21.06339468,32.8440367,544.3762781,4.0,0.0,51524.832,1369.967,880.62,153.99901,12104.14,28564.54,40668.67,46099.5,90170.0,49928.0,3376.6,147589.03,11989.1,1523.968,293.8,3716.46
2006-36,15.445208386333334,0.014005602333333334,10.357355065666667,11.441513620333334,280.4974110666667,7.0,0.0,50898.55,1485.686,1002.25,156.771,10513.86,30127.93,40641.76,46780.2,81374.0,46918.0,6043.4,153832.11,9471.9,1642.461,244.4,3131.0
2006-37,16.071155712,0.10598650579999999,13.419021784400002,11.558250212399999,271.09258156,2.0,0.0,52900.38,1585.665,947.39,232.277,11132.76,30482.4,41614.71,58046.2,97034.0,51010.0,950.4,146123.89,14496.5,1817.941,282.1,4581.21
2006-38,15.858585857333333,0.10404040399999999,12.323232324000001,8.083842855333334,163.23232322333334,8.0,0.0,48476.418,1946.683,1394.4,269.654,7834.19,40886.81,48720.85,88865.4,184318.0,118014.0,235.6,140108.38,12866.8,2216.352,180.6,3074.88
2006-39,15.117056857333333,0.04114243233333333,11.820353558333332,11.467223169666667,211.0792589,12.0,1.0,50874.23,2069.4321,1020.93,214.839,6337.55,32391.38,38728.96,109158.9,165029.0,97679.0,612.6,135144.53,13099.101,2284.276,243.6,3320.88
2006-40,12.569343711666667,0.06156785666666667,9.438168255,9.580198388166666,213.37933028666666,20.0,0.0,51688.02,2152.413,1109.37,245.685,7908.39,37546.14,45454.5,94794.5,213880.0,120412.0,11.2,129054.43,16651.6,2398.101,194.1,3624.6
2006-41,9.294217980583333,0.10846553075,7.6148614965000005,8.455423875416667,166.66506888916663,14.0,0.0,51956.15,2055.595,1047.52,211.494,6800.08,33097.77,39897.82,102941.7,168991.0,107393.0,61.800003,138091.77,14017.0,2267.086,203.3,3368.41
2006-42,11.905048174666666,0.15459768466666665,9.97952544075,8.975240211249998,206.966466245,17.0,0.0,47780.2,2020.373,991.2,221.86299,7340.7803,35273.71,42614.56,77450.7,157117.0,92470.0,0.6,132623.94,11782.7,2242.249,180.9,3280.47
2006-43,6.995199233166666,0.032292344083333334,9.790215407916667,4.391430682666667,126.46172349266665,22.0,1.0,47589.17,2175.716,1187.75,299.512,8077.35,42596.05,50673.9,90640.6,171624.0,97868.0,46.600002,132777.14,15123.5,2475.248,149.8,3060.85
2006-44,10.761220371624999,0.038392742375,7.4335878225,6.1421059062499985,125.06068818750002,26.0,1.0,40859.31,2179.311,1455.74,413.934,17984.81,57198.6,75183.15,57394.5,183869.0,107383.0,100.8,140071.23,18812.1,2593.241,108.0,3207.79
2006-45,4.841604964611111,0.03808148744444445,4.128668965166667,3.572429715888889,76.64089598961111,23.0,0.0,43265.24,2245.939,1583.48,435.83,9761.45,58358.24,68119.82,92982.2,250471.0,162314.0,0.2,130784.48,18754.2,2681.759,124.5,2991.71
2006-46,3.576073669545455,0.012276834545454545,3.2354828880909094,3.2175519183636365,37.78872565699999,6.0,0.0,40530.99,2227.229,1387.49,388.334,13885.23,50110.88,63996.09,57831.3,166819.0,106841.0,1.8000001,127654.9,16824.5,2615.555,145.1,3419.92
2006-47,3.726865150454546,0.005731229727272727,2.7743128438181817,2.447191782181818,51.57681120636364,14.0,0.0,45364.78,2146.251,1308.82,372.13998,13095.84,48752.73,61848.34,53914.5,139652.0,85907.0,1618.4,142670.25,17025.1,2518.378,120.6,3508.51
2006-48,6.230235965777777,0.0450103475,5.962693985055555,4.675052075555556,108.9842891738889,9.0,0.0,39711.89,2309.232,1462.22,423.765,18951.07,54632.7,73583.95,48478.3,162649.0,90620.0,334.0,141205.1,18153.2,2732.984,118.1,4036.0
2006-49,6.669497282,0.0217974634,4.1446649718,5.436659822999999,245.700773256,7.0,0.0,46067.38,2408.047,1596.05,500.168,19035.11,62727.1,81762.68,66367.9,234090.0,143220.0,1.0,140889.44,18787.4,2908.27,127.7,3379.08
2006-50,2.814448055125,0.01492145625,2.3514850922500004,3.06391245275,52.64042538500001,3.0,0.0,45280.64,2243.1619,1475.51,408.023,19549.66,51046.13,70595.98,39506.1,182900.0,112141.0,77.6,147559.69,16097.3,2651.1821,95.7,4419.64
2006-51,3.501410965884615,0.008417997115384615,2.8148012792692305,3.4051746544230763,35.39827449269231,2.0,2.0,38116.47,2353.803,1361.46,475.433,19814.43,56767.18,76581.95,56528.6,198599.0,106240.0,5.0,132106.62,16790.7,2829.247,125.100006,3701.98
2006-52,4.4213810879999995,0.032804232999999995,4.4213810879999995,3.618468830333333,123.51919685666667,7.0,0.0,36539.32,2495.948,1752.84,544.751,26855.55,72156.71,98980.53,48512.5,241874.0,150815.0,717.6,159193.7,20314.3,3040.699,135.6,4632.36
2006-7,6.0,0.0,4.0,10.0,0.0,0.0,0.0,53485.33,1014.732,1530.38,212.536,21516.959,61229.54,82746.34,44049.0,218838.0,117642.0,0.4,136442.1,20453.7,1227.265,192.5,4309.84
2006-9,3.8708763829999997,0.02262877360869566,3.2518448870652175,3.0703905610652167,44.858322030978265,0.0,0.0,56793.64,1219.337,1505.26,252.308,21621.47,63593.17,85214.47,47536.3,217169.0,124805.0,34.0,136660.77,18669.1,1471.63,133.5,4157.96
2007-1,1.280539571472222,0.0,1.169428460361111,1.314799295888889,15.413601491083334,3.0,0.0,46576.9,2413.322,1779.36,496.898,24779.97,69470.27,94249.81,45585.098,247189.0,134582.0,0.4,160291.83,21592.7,2910.195,156.2,5197.65
2007-10,2.507900259573171,0.006540287780487807,2.2697848360487805,2.618868328439025,37.23617049609756,0.0,0.0,55174.3,2351.379,1573.06,445.846,26477.98,58894.66,85372.85,46908.6,169634.0,104116.0,20.800001,143152.66,21087.5,2797.232,216.4,3972.96
2007-11,1.3462375138800002,0.00937358492,1.3462375138800002,1.3909648903599998,23.706785052,0.0,0.0,54224.7,2271.212,1284.77,367.122,14289.93,50339.23,64629.57,54950.3,172345.0,85842.0,0.0,140714.2,20210.6,2638.309,279.4,4167.27
2007-12,2.326317519806451,0.01307565264516129,1.8133267154838704,2.112670090290322,31.25718179574194,2.0,0.0,39441.76,2241.421,1474.45,417.584,16044.13,52951.59,68996.0,58943.3,175108.0,86188.0,505.4,144675.83,18887.1,2659.011,242.59999,3992.73
2007-13,5.4615384615,0.03,4.4615384615,4.04434974725,83.51923077000001,2.0,0.0,55081.68,1968.05,911.74,212.017,11499.65,29656.37,41155.85,44274.8,89669.0,40752.0,4.0,147112.72,11262.0,2180.073,391.4,3318.09
2007-14,2.0987706736756753,0.005896805891891891,1.9366085115135132,1.7914988427567569,22.87540909,1.0,0.0,57886.21,2258.719,1421.52,340.893,20520.9,53170.33,73691.33,42997.402,143149.0,72811.0,983.4,147937.34,20807.1,2599.591,167.9,3440.58
2007-15,3.0049556993673465,0.01291485791836735,2.4849836079795917,2.615188220714286,32.83787109444898,2.0,1.0,59783.89,2167.552,1291.05,264.887,8813.61,43975.84,52789.492,86069.4,165965.0,79055.0,5.8,132493.31,16158.9,2432.478,319.1,3619.85
2007-16,2.685204926104166,0.007264402270833334,2.397560381124999,2.177788176375,30.150563074624994,0.0,0.0,56169.26,2142.024,1099.72,242.783,7912.66,38900.02,46812.47,83429.8,136789.0,67244.0,843.0,138045.38,18326.3,2384.816,408.3,4137.19
2007-17,4.585371403581394,0.01973287767441861,3.713319151139534,3.682659687581395,61.27017603558139,0.0,0.0,57203.29,2187.1821,1051.87,261.619,7703.01,36895.96,44598.32,76005.7,140321.0,58161.0,5.8,140467.23,16200.5,2448.788,373.6,3818.28
2007-18,2.527545806622222,0.007067873288888889,2.092488209933333,2.274934669377778,30.957194690599998,1.0,0.0,60183.92,2234.258,1115.81,287.873,7923.31,36906.35,44829.57,76046.0,134939.0,67979.0,1551.8,143900.56,15469.0,2522.143,334.0,3743.7
2007-19,5.083712169391304,0.014712217434782609,4.0342081499782605,4.250820917652175,61.57876612328262,2.0,0.0,59379.47,2167.604,1087.25,198.287,5139.14,33050.77,38194.25,118889.9,184711.0,90739.0,0.6,128677.43,12891.6,2365.8801,339.7,3720.32
2007-2,1.7532423625294113,0.0,1.6355953037058821,1.8630348440588236,31.144124246,1.0,0.0,42747.88,2229.332,1664.46,486.639,24562.7,67614.18,92176.92,46435.2,243452.0,138006.0,0.4,139110.39,20954.4,2715.966,128.3,3937.96
2007-20,7.172208151222222,0.03034671833333333,5.4620064444444445,5.9319959311111115,93.41149592888888,1.0,0.0,61649.18,1981.563,875.79,174.9,6824.61,27363.95,34185.82,64106.2,120982.0,58304.0,23807.0,150723.12,11519.6,2156.487,241.8,3769.83
2007-21,6.469135802333334,0.022222222333333333,6.469135802333334,4.103543222333333,71.92592592666666,0.0,0.0,61057.12,1981.4,686.55,182.854,9526.32,24645.95,34171.94,41967.4,69112.0,30461.0,623.6,156971.0,10826.5,2164.26,477.5,3541.51
2007-23,15.602367739333335,0.02120557406666667,10.1717104454,8.4874746228,240.05302749333333,1.0,0.0,41764.88,2105.274,978.54,334.033,19461.13,29777.74,49239.13,30654.5,69324.0,36946.0,9498.8,160519.48,10809.8,2439.3,325.5,3284.58
2007-24,18.11670437375,0.034005153375000007,12.962921065833333,12.255869612083332,256.1368778279167,1.0,0.0,60290.69,2085.138,999.82,334.119,19530.77,27450.3,46981.05,36776.0,73746.0,37643.0,7216.4,157882.38,11981.6,2419.259,370.2,3193.4
2007-25,13.473039215625,0.039901960812500005,8.477941176249999,9.729080323437499,177.90196078125,0.0,0.0,61622.98,2054.084,787.56,255.372,6243.34,25634.72,31878.16,61049.3,87901.0,54055.0,518.0,140514.95,11389.9,2309.454,471.4,3969.38
2007-26,13.954595100344829,0.03507879541379309,8.897747958758622,8.73296366537931,198.13741093448274,2.0,0.0,56778.8,1881.829,611.58997,263.738,13894.17,19001.72,32895.84,28146.9,56460.0,26435.0,5645.2,144487.84,15860.0,2145.535,565.60004,5986.73
2007-27,15.326923076875,0.06269831725,10.8287259615,11.757123588125,235.06730769249998,3.0,0.0,55695.41,1960.561,514.46,193.557,8856.99,17639.35,26496.25,37350.5,68879.0,31549.0,1186.6,139525.22,10849.1,2154.104,598.3,4542.99
2007-28,14.687585628545456,0.015974026,10.21443502909091,9.803240068363635,173.73267779181816,3.0,0.0,54723.87,1951.766,566.69,185.656,8115.14,18934.36,27049.8,43096.8,62542.0,35333.0,1682.6,150778.95,8728.2,2137.433,551.6,4456.4897
2007-29,15.833193704,0.05491967106666667,11.738523902199999,10.182252765533333,218.79567187333336,4.0,0.0,58134.34,1999.794,678.42,225.671,11443.51,18998.11,30441.871,36818.9,68740.0,32734.0,1994.2,153473.66,7629.3,2225.44,509.2,3845.66
2007-3,1.479223436714286,0.0,1.425315080914286,1.623450274885714,17.55371185822857,2.0,0.0,48202.57,2327.237,1614.84,484.419,23491.24,59406.49,82897.82,37190.5,185648.0,119026.0,409.2,151357.83,17171.3,2811.638,136.1,4315.77
2007-30,7.4016563902,0.03236667380000001,6.5073279184,8.757574777799999,149.220748424,18.0,0.0,57026.6,2034.2731,806.51,235.368,6196.31,28198.29,34394.55,66711.3,95883.0,59196.0,2007.4,141820.8,10964.3,2269.645,391.5,3686.94
2007-31,7.491242617875,0.028420536374999996,4.19371410075,9.670885703,197.44504894375,18.0,1.0,56770.5,1847.036,757.17,225.792,6524.8,24183.55,30708.14,62679.3,88423.0,55490.0,403.2,138636.92,12751.8,2072.825,481.5,3988.84
2007-32,12.364160486083334,0.07494611441666665,7.554131997999999,6.803784247666665,144.86961075158334,3.0,0.0,56075.77,1770.974,804.25,221.934,11696.55,26993.21,38689.89,50040.2,79117.0,45556.0,21837.2,160519.78,12984.0,1992.887,224.7,4719.4897
2007-33,8.67516767626923,0.027300873846153848,6.440718425346153,6.467447916615384,136.97590239923076,4.0,0.0,57909.96,1896.199,841.69,251.623,13552.54,26909.28,40462.07,51005.1,73287.0,40000.0,57134.0,171912.62,14912.7,2147.838,156.0,6029.58
2007-34,7.315548567651163,0.015608177744186045,6.134445317441862,5.440897575372094,85.00628395534883,4.0,0.0,36536.02,2057.564,1074.89,368.183,21181.64,30888.84,52070.62,40754.9,76715.0,47427.0,17243.4,163921.3,13866.8,2425.742,259.3,3345.33
2007-35,11.581836751418605,0.029670150627906976,8.05400399827907,8.856138637372093,130.83314081465116,5.0,0.0,57233.1,2076.346,824.79,221.858,7770.25,27114.66,34884.91,61284.6,88017.0,55068.0,310.2,149191.81,11377.4,2298.233,408.6,3627.98
2007-36,10.840497739137932,0.043911672172413804,7.888970273448276,7.922590309517241,115.10211718827588,3.0,0.0,53236.47,2062.9219,870.42,216.382,7271.35,28001.58,35272.64,68088.0,77359.0,48876.0,8555.8,156887.67,11229.6,2279.312,332.30002,3308.73
2007-37,13.033888702232556,0.022431165627906976,9.008306285488374,8.949758333511628,147.97068851,3.0,0.0,51605.78,2054.892,1061.19,224.273,4036.69,27958.39,31994.93,107362.9,145621.0,100650.0,920.4,146878.73,11906.6,2279.153,367.3,3512.49
2007-38,8.73428683370588,0.028505379882352938,6.519691359,6.249298156529413,83.60143766176472,1.0,0.0,53861.06,2227.4849,1416.4,347.574,8003.41,39071.23,47074.54,89296.5,162912.0,108579.0,2824.0,164098.45,16174.9,2575.041,207.7,4178.19
2007-39,10.76209130394872,0.012836966948717948,7.952291930384615,8.02022900969231,107.34417617402563,2.0,0.0,52634.56,2146.687,1026.48,274.348,7046.33,31324.15,38370.258,80290.6,117625.0,73048.0,1614.0,161024.48,11707.9,2421.036,324.5,3108.48
2007-4,0.9405693433225806,0.0,0.6894172696129033,1.0076423271612904,16.931589828032262,2.0,0.0,45505.95,2168.74,1525.56,418.635,20267.45,57793.25,78060.92,42861.4,216748.0,137802.0,28.800001,142544.34,17552.4,2587.399,158.8,5068.01
2007-40,9.6301660903125,0.02389046003125,6.94861034053125,7.433288076968749,98.70869440249999,0.0,0.0,49073.46,2017.642,895.26,221.511,6057.78,29645.94,35703.85,75349.7,131335.0,74739.0,4633.4,160693.53,11219.1,2239.166,232.0,5361.26
2007-41,8.545454545454545,0.0009090909090909091,6.636363636363637,6.882232586090908,71.36363636363636,0.0,0.0,49390.06,2214.192,1691.91,436.48502,9717.54,47695.71,57413.38,83292.7,207019.0,132294.0,424.2,161998.22,15114.5,2650.685,213.5,2548.82
2007-42,10.073411217416664,0.014591807333333333,7.298729630374999,8.083903272125,95.92231023104166,1.0,0.0,47508.26,2050.694,1241.93,358.277,11230.99,49541.0,60771.85,86307.8,202558.0,114382.0,14.4,135911.38,17966.6,2408.971,258.6,3285.8801
2007-43,7.976923076599999,0.042948718000000004,5.3871794872,4.7928043775999996,68.056410248,7.0,0.0,39479.668,2179.517,1214.69,309.51498,7512.3,43151.28,50663.61,107694.1,187458.0,119745.0,2.4,144142.45,15945.4,2489.039,244.8,3252.2
2007-44,7.129781997625,0.031369551875,5.5739996595,4.705282525,78.4882367825,8.0,0.0,42786.01,2279.377,1413.49,420.877,11783.62,53255.71,65039.18,81427.9,244368.0,122906.0,0.6,146871.38,19330.9,2700.241,211.0,3473.59
2007-45,9.557392846615384,0.059562003384615377,6.8770557928461535,5.917140620461538,93.20725744938461,8.0,0.0,34338.0,2238.8071,1406.35,458.745,20610.07,58615.02,79225.24,52088.3,195040.0,115186.0,44.4,155746.62,20146.4,2697.544,140.9,3404.44
